ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C02843V04551","Occupational Group","C04477V05260","Field of Study","UNIT","VALUE"
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","30","Nursing and Midwifery","Number","3"
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","402","Radiography and Radiation Therapy","Number","30"
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2217","Medical radiographers","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2218","Podiatrists","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","30","Nursing and Midwifery","Number","3"
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2219","Health professionals n.e.c.","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","504","Physiotherapy","Number","60"
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2221","Physiotherapists","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","501","Occupational Therapy","Number","66"
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","702","Social Care","Number","3"
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2222","Occupational therapists","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","30","Nursing and Midwifery","Number","3"
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","10","Speech and Language Therapy","Number","48"
"HGO16C01","Number of Health Graduates","2012","2012","2223","Speech and language therapists","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","702","Social Care","Number","3"
"HGO16C01","Number of Health Graduates","2012","2012","2229","Therapy professionals n.e.c.","701","Social Work","Number",""
