ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03434V04142","Nationality","C03686V04429","PPSN Validity","C03919V04671","Gender","C04477V05260","Field of Study","UNIT","VALUE"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","201","Dentistry","Number","15"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","202","Medicine","Number","243"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number","6"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","504","Physiotherapy","Number","39"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","702","Social Care","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","202","Medicine","Number","324"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","45"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number","45"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","504","Physiotherapy","Number","60"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number","6"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","702","Social Care","Number","9"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","701","Social Work","Number","9"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","201","Dentistry","Number","30"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","202","Medicine","Number","567"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","51"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number","48"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","99"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number","9"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","702","Social Care","Number","12"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","701","Social Work","Number","9"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","401","Medical Science","Number","21"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","202","Medicine","Number","516"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","120"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","501","Occupational Therapy","Number","6"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","504","Physiotherapy","Number","105"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","702","Social Care","Number","204"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","701","Social Work","Number","36"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","201","Dentistry","Number","54"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","401","Medical Science","Number","69"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","202","Medicine","Number","705"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1302"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","501","Occupational Therapy","Number","153"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","504","Physiotherapy","Number","162"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","54"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","702","Social Care","Number","897"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","701","Social Work","Number","153"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","99"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","75"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","201","Dentistry","Number","84"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","401","Medical Science","Number","90"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","202","Medicine","Number","1224"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","1422"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","162"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","504","Physiotherapy","Number","267"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","69"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","702","Social Care","Number","1101"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","701","Social Work","Number","189"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","102"
"HGO07C01","Number of Graduates","2019","2019","-","All nationalities","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","87"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","201","Dentistry","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","401","Medical Science","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","202","Medicine","Number","291"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","126"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","60","Pharmacy","Number","39"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","504","Physiotherapy","Number","51"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","702","Social Care","Number","192"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","701","Social Work","Number","36"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","201","Dentistry","Number","30"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","401","Medical Science","Number","69"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","202","Medicine","Number","342"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","1290"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","96"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","60","Pharmacy","Number","108"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","504","Physiotherapy","Number","117"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number","78"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","702","Social Care","Number","786"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","701","Social Work","Number","129"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number","111"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","87"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","201","Dentistry","Number","42"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","401","Medical Science","Number","78"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","202","Medicine","Number","633"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","1419"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","108"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","60","Pharmacy","Number","147"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","168"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","90"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","702","Social Care","Number","978"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","701","Social Work","Number","165"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number","117"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","96"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","202","Medicine","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","702","Social Care","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","202","Medicine","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","702","Social Care","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","202","Medicine","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","702","Social Care","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","201","Dentistry","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","401","Medical Science","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","202","Medicine","Number","297"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","126"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","501","Occupational Therapy","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","60","Pharmacy","Number","42"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","504","Physiotherapy","Number","51"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","702","Social Care","Number","192"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","701","Social Work","Number","36"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","401","Medical Science","Number","69"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","202","Medicine","Number","345"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1296"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","501","Occupational Therapy","Number","99"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","60","Pharmacy","Number","108"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","504","Physiotherapy","Number","117"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","78"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","702","Social Care","Number","786"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","701","Social Work","Number","132"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","114"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","87"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","201","Dentistry","Number","42"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","401","Medical Science","Number","78"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","202","Medicine","Number","642"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","1422"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","111"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","60","Pharmacy","Number","150"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","504","Physiotherapy","Number","168"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","90"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","702","Social Care","Number","978"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","701","Social Work","Number","171"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","117"
"HGO07C01","Number of Graduates","2020","2020","IE","All Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","96"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","201","Dentistry","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","202","Medicine","Number","57"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","60","Pharmacy","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","702","Social Care","Number","21"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","201","Dentistry","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","401","Medical Science","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","202","Medicine","Number","57"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","54"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","60","Pharmacy","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","702","Social Care","Number","57"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","201","Dentistry","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","401","Medical Science","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","202","Medicine","Number","114"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","57"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","60","Pharmacy","Number","9"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","702","Social Care","Number","78"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","201","Dentistry","Number","12"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","202","Medicine","Number","234"
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2020","2020","IE05","Non-Irish","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
