ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","C04477V05260","Field of Study","UNIT","VALUE"
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","03","3","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","04","4","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","05","5","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","06","6","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","07","7","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","08","8","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","09","9","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","10","10","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","10","Speech and Language Therapy","Number",""
