ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C04477V05260","Field of Study","UNIT","VALUE"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","10","10","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","11","11","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","12","12","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","13","13","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","401","Medical Science","Euro","698"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","202","Medicine","Euro","1116"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","30","Nursing and Midwifery","Euro","813"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","501","Occupational Therapy","Euro","691"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","504","Physiotherapy","Euro","688"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","402","Radiography and Radiation Therapy","Euro","1007"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","702","Social Care","Euro","613"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","701","Social Work","Euro","793"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","10","Speech and Language Therapy","Euro","680"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","01","1","V52","Dietetics, Optometry and Podiatry","Euro","683"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","201","Dentistry","Euro","1265"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","401","Medical Science","Euro","914"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","202","Medicine","Euro","1318"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","30","Nursing and Midwifery","Euro","872"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","501","Occupational Therapy","Euro","742"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","504","Physiotherapy","Euro","733"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","402","Radiography and Radiation Therapy","Euro","1027"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","702","Social Care","Euro","658"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","701","Social Work","Euro","857"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","10","Speech and Language Therapy","Euro","732"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","02","2","V52","Dietetics, Optometry and Podiatry","Euro","743"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","201","Dentistry","Euro","1258"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","401","Medical Science","Euro","1151"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","202","Medicine","Euro","1462"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","30","Nursing and Midwifery","Euro","931"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","501","Occupational Therapy","Euro","810"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","504","Physiotherapy","Euro","811"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","402","Radiography and Radiation Therapy","Euro","1138"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","702","Social Care","Euro","698"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","701","Social Work","Euro","916"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","10","Speech and Language Therapy","Euro","808"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","03","3","V52","Dietetics, Optometry and Podiatry","Euro","825"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","201","Dentistry","Euro","1165"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","401","Medical Science","Euro","1337"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","202","Medicine","Euro","1597"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","30","Nursing and Midwifery","Euro","1009"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","501","Occupational Therapy","Euro","898"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","504","Physiotherapy","Euro","917"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","402","Radiography and Radiation Therapy","Euro","1164"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","702","Social Care","Euro","748"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","701","Social Work","Euro","1008"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","10","Speech and Language Therapy","Euro","891"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","04","4","V52","Dietetics, Optometry and Podiatry","Euro","1075"
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","05","5","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","06","6","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","06","6","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","06","6","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2019","2019","06","6","30","Nursing and Midwifery","Euro",""
